Timestamp [ms],X [mm],Y [mm],Z [mm],Heading [degrees],Pitch [degrees],Roll [degrees],Speed,Steering angle [degrees],GPS quality
117.87276,704049642833.5483,5638924165006.87,88900000.0,359.625,-6.8125,5.125,0.0470588244,0.0, 5.0
179.209114,,,,359.625,-6.8125,5.125,0.0392156877,0.0, 
243.24802,704049642833.5483,5638924165006.87,88900000.0,359.625,-6.8125,5.125,0.0470588244,0.0, 5.0
304.610833,,,,359.625,-6.8125,5.125,0.0,0.0, 
373.355312,704049642833.5483,5638924165006.87,88900000.0,359.625,-6.8125,5.125,0.0313725509,0.0, 5.0
443.750208,704049642833.5483,5638924165006.87,88900000.0,359.625,-6.8125,5.125,0.0313725509,2.0, 5.0
505.490051,,,,359.625,-6.8125,5.125,-0.0078431377,0.0, 
573.707968,704049642833.5483,5638924165006.87,88900000.0,359.625,-6.8125,5.125,0.0313725509,0.0, 5.0
643.003593,704049642833.5483,5638924165006.87,88900000.0,359.625,-6.8125,5.125,0.0313725509,0.0, 5.0
705.17828,,,,359.625,-6.8125,5.125,0.0392156877,2.0, 
775.357916,704049642833.5483,5638924165006.87,88900000.0,359.625,-6.8125,5.125,0.0078431377,0.0, 5.0
841.442187,704049642105.5193,5638924183535.588,88900000.0,359.625,-6.8125,5.125,0.0470588244,0.0, 5.0
911.935155,,,,359.625,-6.8125,5.125,0.0313725509,3.0, 
971.640312,704049654559.1013,5638924165467.591,88900000.0,0.4375,-6.9375,4.875,0.0313725509,0.0, 5.0
1045.430676,704049642833.5483,5638924165006.87,88900000.0,359.625,-6.8125,4.8125,0.0313725509,0.0, 5.0
1105.764843,,,,0.0,-6.75,4.875,0.0313725509,0.0, 
1173.254687,704049642105.5193,5638924183535.588,88900000.0,359.875,-6.75,4.875,0.0313725509,3.0, 5.0
1240.711145,704049642105.5193,5638924183535.588,88900000.0,359.9375,-6.8125,4.875,-0.0156862754,0.0, 5.0
1316.317134,704049642833.5483,5638924165006.87,88900000.0,0.0,-6.8125,4.9375,0.0470588244,0.0, 5.0
1371.438957,,,,0.0,-6.8125,4.875,0.0392156877,0.0, 
1442.058176,704049642105.5193,5638924183535.588,88900000.0,359.9375,-6.75,4.875,0.0313725509,0.0, 5.0
1505.911145,,,,359.9375,-6.75,4.875,-0.0156862754,0.0, 
1574.05927,704049631107.9951,5638924164546.152,88900000.0,0.0,-6.75,4.875,0.0313725509,0.0, 5.0
1652.162134,704049642833.5483,5638924165006.87,88900000.0,0.0,-6.75,4.875,0.0313725509,1.0, 5.0
1709.274738,,,,0.0,-6.75,4.875,-0.0235294122,0.0, 
1774.148436,704049642105.5193,5638924183535.588,88900000.0,0.0,-6.75,4.875,0.0392156877,0.0, 5.0
1843.390676,704049642833.5483,5638924165006.87,88900000.0,0.0,-6.75,4.875,0.0392156877,0.0, 5.0
1908.227968,,,,0.0,-6.75,4.875,0.0392156877,1.0, 
1975.65604,704049630379.9664,5638924183074.869,88900000.0,0.0,-6.75,4.875,-0.0078431377,0.0, 5.0
2042.001301,704049642105.5193,5638924183535.588,88900000.0,0.0,-6.75,4.875,0.0313725509,0.0, 5.0
2113.019009,704049642105.5193,5638924183535.588,88900000.0,0.0,-6.75,4.875,0.0313725509,1.0, 5.0
2177.497342,,,,0.5625,-6.75,4.8125,0.0313725509,0.0, 
2242.251092,704049642105.5193,5638924183535.588,88900000.0,359.6875,-6.75,4.75,0.0313725509,0.0, 5.0
2307.823019,,,,0.0625,-6.6875,4.9375,0.0313725509,0.0, 
2374.513644,704049629651.9374,5638924201603.587,88900000.0,0.0,-6.375,4.9375,0.0392156877,1.0, 5.0
2439.848228,704049630379.9664,5638924183074.869,88900000.0,0.125,-6.375,4.875,-0.0078431377,0.0, 5.0
2515.385051,704049642105.5193,5638924183535.588,88900000.0,0.25,-6.375,5.0,0.0470588244,0.0, 5.0
2579.826926,,,,0.1875,-6.375,4.9375,0.0313725509,0.0, 
2642.66328,704049642105.5193,5638924183535.588,88900000.0,0.125,-6.375,4.875,0.0313725509,0.0, 5.0
2710.996457,,,,0.125,-6.25,4.875,-0.0235294122,1.0, 
2780.199478,704049630379.9664,5638924183074.869,88900000.0,0.1875,-6.25,4.9375,0.0313725509,0.0, 5.0
2844.178488,704049630379.9664,5638924183074.869,88900000.0,0.125,-6.3125,4.875,0.0313725509,1.0, 5.0
2910.298228,,,,0.125,-6.3125,4.875,-0.0078431377,0.0, 
2980.358228,704049642105.5193,5638924183535.588,88900000.0,0.125,-6.3125,4.875,0.0470588244,0.0, 5.0
3043.971821,704049642105.5193,5638924183535.588,88900000.0,0.125,-6.375,4.875,0.0470588244,0.0, 5.0
3109.081613,704049642105.5193,5638924183535.588,88900000.0,0.125,-6.375,4.875,0.0470588244,1.0, 5.0
3182.392498,,,,0.125,-6.375,4.875,-0.0156862754,1.0, 
3244.606352,704049642105.5193,5638924183535.588,88900000.0,0.125,-6.375,4.875,0.0313725509,0.0, 5.0
